,Windows,Mac,Linux,engine,release_date,genre,theme,players,score_final,rating,link
944,True, True, True,Adventure Game Studio,Released Jul 10 2014,Adventure,Fantasy,Single Player,9.0,4 v, http://indiedb.com/games/quest-for-infamy
945,True, False, False,Multimedia Fusion,Released Jul 21 2014,Platformer,Sci-Fi,Single Player,9.8,12 , http://indiedb.com/games/freedom-planet
946,True, False, False,Multimedia Fusion,Released 2011,Platformer,Sci-Fi,Single Player,8.5,18 , http://indiedb.com/games/pitiri-1977
949,True, True, True,Custom Built,Released Mar 4 2013,Role Playing,Realism,Multiplayer,9.3,3 v, http://indiedb.com/games/san-online-roleplay
959,True, True, True,Custom Built,Released Jun 26 2014,Platformer,Fantasy,Single Player,9.0,3 v, http://indiedb.com/games/shovel-knight
960,True, False, False,Custom Built,Released Aug 22 2014,Adventure,Comic,Single Player,9.0,3 v, http://indiedb.com/games/salt-lavaboots
961,True, False, False,Custom Built,Released 2007,Role Playing,Anime,Single Player,7.0,1 v, http://indiedb.com/games/recettear-an-item-shops-tale
962,True, True, True,Ren'py,Released Jul 9 2014,Visual Novel,Anime,Single Player,8.0,1 v, http://indiedb.com/games/sakura-spirit
966,True, True, True,Custom Built,Released Oct 11 2013,Roguelike,Abstract,Single Player,8.0,2 v, http://indiedb.com/games/nuclear-throne
968,True, True, True,Custom Built,Released Nov 11 2014,Turn Based Tactics,Comic,Single Player,5.5,2 v, http://indiedb.com/games/massive-chalice
970,True, True, True,Unity,Released Sep 4 2014,Visual Novel,Anime,Single Player,8.0,1 v, http://indiedb.com/games/hatoful-boyfriend
973,True, True, False,Custom Built,Released Nov 24 2014,Platformer,Fantasy,Single Player,8.5,2 v, http://indiedb.com/games/craft-the-world
975,True, False, False,Custom Built,Released 2011,First Person Shooter,Horror,Single Multiplayer & Co-Op,5.7,3 v, http://indiedb.com/games/castleminer-z
976,True, True, True,Custom Built,Released Nov 7 2014,Adventure,Abstract,Single Player,6.0,1 v, http://indiedb.com/games/a-bird-story
978,True, True, True,Unity,Released Jan 17 2014,Adventure,Horror,Single Player,5.3,8 v, http://indiedb.com/games/grim-part-one
979,True, False, False,Unreal Engine 4,Released Nov 22 2014,Arcade,Abstract,Single Player,7.6,7 v, http://indiedb.com/games/where-is-my-hammer-destroy-everything
981,True, True, True,Unity,Released Nov 23 2014,First Person Shooter,Horror,Single Player,6.0,1 v, http://indiedb.com/games/coulrophobia
984,True, False, False,Custom Built,Released Mar 6 2014,Platformer,Sci-Fi,Single Player,8.2,5 v, http://indiedb.com/games/project-temporality
996,True, True, True,Unity,Released Jul 31 2015,Turn Based Strategy,Sci-Fi,Single & Multiplayer,7.7,3 v, http://indiedb.com/games/mammoth-gravity-battles
1002,True, False, False,Unreal Development Kit,Released Jul 31 2015,First Person Shooter,Sci-Fi,Single & Multiplayer,6.5,4 v, http://indiedb.com/games/remnant-z
1008,True, False, False,Unity,Released May 25 2015,Platformer,Sci-Fi,Single Player,10.0,1 v, http://indiedb.com/games/magnetic
1009,True, True, True,GameMaker: Studio,Released Aug 27 2015,Point and Click,Horror,Single Player,10.0,1 v, http://indiedb.com/games/franbow
1014,True, True, True,Custom Built,Released Sep 5 2014,Real Time Strategy,Sci-Fi,Single & Multiplayer,8.9,22 , http://indiedb.com/games/planetary-annihilation
1016,True, False, False,Custom Built,Released Dec 22 2013,Real Time Strategy,Sci-Fi,Single Player,7.5,2 v, http://indiedb.com/games/unclaimed-world
1022,True, True, True,Custom Built,Released May 22 2014,Adventure,Horror,Single Multiplayer & Co-Op,9.5,2 v, http://indiedb.com/games/white-noise-online
1024,True, True, False,Custom Built,Released Nov 20 2014,Turn Based Tactics,Fantasy,Single & Multiplayer,7.8,5 v, http://indiedb.com/games/warmachine-tactics
1025,True, False, False,Custom Built,Released Sep 4 2014,Realistic Sim,Realism,Single Player,10.0,1 v, http://indiedb.com/games/train-fever
1036,True, False, False,GameMaker: Studio,Released 2009,Real Time Strategy,Sci-Fi,Single Player,10.0,2 v, http://indiedb.com/games/sky-strategy
1037,True, False, False,GameMaker: Studio,Released Apr 28 2013,Platformer,Comic,Single Player,10.0,1 v, http://indiedb.com/games/dark-stickman
1041,True, True, True,Unity,Released Jan 15 2015,Adventure,Horror,Single Player,5.0,1 v, http://indiedb.com/games/get-to-the-house
1043,True, False, False,Unreal Development Kit,Released Nov 20 2013,Combat Sim,Sci-Fi,Single Player,7.6,16 , http://indiedb.com/games/modulated
1046,True, False, False,XtremeWorlds,Released Sep 28 2014,Role Playing,Medieval,MMO,8.0,1 v, http://indiedb.com/games/legends-of-arteix
1051,True, False, False,Unreal Development Kit,Released Aug 7 2013,First Person Shooter,Comic,Single Player,8.0,71 , http://indiedb.com/games/one-day-for-ched
1055,True, False, False,GameStudio A6 / A7,Released Nov 16 2014,Adventure,Horror,Single Player,8.0,1 v, http://indiedb.com/games/seal-city-episode-1
1071,True, False, False,Adventure Game Studio,Released Nov 27 2014,Point and Click,Horror,Single Player,9.5,2 v, http://indiedb.com/games/a-date-in-the-park
1073,True, False, False,Raycasting Game Maker,Released Sep 21 2014,First Person Shooter,War,Single Player,8.0,2 v, http://indiedb.com/games/secret-operation-world-war-two
1083,True, True, False,Unity,Released May 30 2014,Adventure,Fantasy,Single Player,10.0,1 v, http://indiedb.com/games/the-wizards-incredible-journey
1085,True, True, True,Unity,Released Nov 23 2014,Arcade,Abstract,Single Player,7.0,1 v, http://indiedb.com/games/black-friday-rush
1088,True, False, False,Unity,Released Feb 24 2014,Visual Novel,Realism,Single Player,9.2,17 , http://indiedb.com/games/a-purr-tale
1091,True, True, True,Custom Built,Released 2005,Turn Based Strategy,Fantasy,Single & Multiplayer,9.4,245, http://indiedb.com/games/battle-for-wesnoth
1101,True, False, False,Unity,Released Aug 6 2013,First Person Shooter,Sci-Fi,Single Player,9.2,34 , http://indiedb.com/games/deadlock
1107,True, False, False,Panda3d,Released Apr 2013,Tactical Shooter,Noire,Single & Co-op,7.4,11 , http://indiedb.com/games/signal-ops
1115,True, True, False,Unity,Released Jun 13 2013,Adventure,Horror,Single Player,7.5,31 , http://indiedb.com/games/pizza-delivery-interactive-fiction
1118,True, False, False,Custom Built,Released Jul 9 2013,Arcade,Sci-Fi,Single Player,6.0,1 v, http://indiedb.com/games/nordenfelt
1143,True, True, False,Unity,Released Nov 20 2014,Turn Based Strategy,Comedy,Single Player,3.0,1 v, http://indiedb.com/games/agent-awesome
1150,True, True, True,Unity,Released Sep 18 2013,Arcade,Sci-Fi,Single Player,7.3,3 v, http://indiedb.com/games/gravity-badgers
1156,True, False, False,Custom Built,Released Jan 22 2014,Platformer,Horror,Single Player,8.9,15 , http://indiedb.com/games/blood-of-the-werewolf
1160,True, True, True,Unity,Released Oct 6 2014,Hack 'n' Slash,History,Single Player,9.0,1 v, http://indiedb.com/games/enterchained
1166,True, False, False,Unity,Released Oct 23 2014,First Person Shooter,Horror,Single Player,8.0,1 v, http://indiedb.com/games/10-years-after
1169,True, True, True,Unity,Released 2012,Puzzle Compilation,Sci-Fi,Single Player,8.6,9 v, http://indiedb.com/games/reverse
1176,True, True, True,Unity,Released Feb 22 2014,Adventure,Horror,Single Player,8.0,1 v, http://indiedb.com/games/the-house-of-frozen-souls
1177,True, True, True,LÖVE,Released Mar 14 2014,Adventure,Fantasy,Single Player,9.0,1 v, http://indiedb.com/games/zuli
1180,True, True, False,Custom Built,Released Oct 27 2014,Roguelike,Sci-Fi,Single Multiplayer & Co-Op,10.0,2 v, http://indiedb.com/games/dungeon-of-the-endless
1183,True, True, False,Unity,Released Apr 29 2014,Adventure,Fantasy,Single Player,8.7,3 v, http://indiedb.com/games/iktsua
1192,True, True, True,MegaGlest Engine,Released 2012,Real Time Strategy,Anime,Single & Multiplayer,9.5,18 , http://indiedb.com/games/annex-conquer-the-world
1199,True, False, False,Adventure Game Studio,Released 2012,Point and Click,Comedy,Single Player,7.7,11 , http://indiedb.com/games/the-perfidious-petrol-station
1203,True, True, False,Custom Built,Released Aug 12 2014,Adventure,Fantasy,Single & Multiplayer,5.0,4 v, http://indiedb.com/games/creativerse
1204,True, True, False,Unity,Released Sep 18 2014,4X,Fantasy,Single & Multiplayer,9.3,3 v, http://indiedb.com/games/endless-legend
1205,True, True, True,Unity,Released Sep 18 2014,First Person Shooter,Abstract,Single Player,6.0,2 v, http://indiedb.com/games/heavy-bullets
1206,True, True, True,Unity,Released Sep 2013,Realistic Sim,Comic,Single Player,8.0,1 v, http://indiedb.com/games/mini-metro
1208,True, False, False,Custom Built,Released 2012,First Person Shooter,Abstract,Single Multiplayer & Co-Op,9.0,1 v, http://indiedb.com/games/murder-miners
1209,True, False, False,Unity,Released Sep 22 2014,Educational,Realism,Single Player,9.0,1 v, http://indiedb.com/games/logicbots
1212,True, True, False,Custom Built,Released Oct 17 2014,Grand Strategy,War,Single & Multiplayer,8.7,3 v, http://indiedb.com/games/supreme-ruler-ultimate
1215,True, False, False,Custom Built,Released 2012,Adventure,Sci-Fi,Single & Multiplayer,7.7,48 , http://indiedb.com/games/spacebit
1217,True, False, False,Custom Built,Released Oct 6 2014,Role Playing,Fantasy,MMO,7.9,33 , http://indiedb.com/games/broken-destiny
1220,True, False, False,Adventure Game Studio,Released 2012,Point and Click,Sci-Fi,Single Player,8.8,19 , http://indiedb.com/games/primordia
1229,True, False, False,GameMaker: Studio,Released Oct 8 2014,Role Playing,Horror,Single Player,5.0,1 v, http://indiedb.com/games/the-midnight-station
1243,True, True, True,Custom Built,Released Apr 18 2014,Real Time Tactics,Sci-Fi,Single Player,9.6,5 v, http://indiedb.com/games/the-last-federation
1246,True, False, False,Blitz MAX,Released 2012,Stealth,Horror,Single Player,8.9,180, http://indiedb.com/games/scp-containment-breach
1254,True, False, False,001 Game Creator,Released Aug 11 2013,Adventure,War,Single Player,6.0,1 v, http://indiedb.com/games/ss-mod-2
1262,True, False, False,Custom Built,Released 2010,Adventure,Sci-Fi,Single Player,9.3,3 v, http://indiedb.com/games/starflight-the-lost-colony
1263,True, True, True,Custom Built,Released 2011,Adventure,Fantasy,Single Player,9.0,43 , http://indiedb.com/games/wizorb
1280,True, False, False,Custom Built,Released 2009,Turn Based Tactics,Sci-Fi,Single Player,4.0,1 v, http://indiedb.com/games/alien-assault
1296,True, True, False,GameMaker: Studio,Released Mar 31 2014,Platformer,Fantasy,Single Player,9.1,8 v, http://indiedb.com/games/wizardwizard
1298,True, False, False,Unity,Released Feb 8 2013,Arcade,Horror,Single Player,6.3,146, http://indiedb.com/games/illusion-ghost-killer
1301,True, False, False,Unity,Released Jul 7 2014,Platformer,Abstract,Single Player,6.8,5 v, http://indiedb.com/games/runner1
1305,True, True, False,Unity,Released 2012,Turn Based Strategy,Sci-Fi,Single & Multiplayer,8.2,53 , http://indiedb.com/games/endless-space-gold
1307,True, True, True,Unity,Released Jan 31 2015,Turn Based Strategy,Sci-Fi,Single & Multiplayer,7.9,13 , http://indiedb.com/games/exodus-wars-fractured-empire
1313,True, False, False,Unity,Released May 31 2014,First Person Shooter,Horror,Single Player,6.0,3 v, http://indiedb.com/games/night-crisisbeta
1323,True, True, True,Unity,Released Jan 21 2015,Virtual Life,Anime,Single Player,7.0,3 v, http://indiedb.com/games/huniepop
1325,True, False, False,GameMaker: Studio,Released Mar 12 2015,Platformer,Fantasy,Single Player,9.0,2 v, http://indiedb.com/games/porradaria-2
1326,True, False, False,GameMaker: Studio,Released Oct 2 2013,Platformer,Fantasy,Single Player,8.0,2 v, http://indiedb.com/games/porradaria-upgrade
1329,True, False, False,Custom Built,Released 2011,Tactical Shooter,Sci-Fi,Single Player,7.8,13 , http://indiedb.com/games/shattered-origins
1335,True, False, False,Unreal Engine 4,Released Nov 28 2014,Third Person Shooter,Horror,Multiplayer & Co-op,9.3,4 v, http://indiedb.com/games/congo
1340,True, False, True,Custom Built,Released 2010,Role Playing,Abstract,Single & Multiplayer,6.3,62 , http://indiedb.com/games/manic-digger
1348,True, False, False,Unity,Released Aug 22 2015,Platformer,Abstract,Single Player,8.0,1 v, http://indiedb.com/games/jump-the-course
1354,True, True, True,Unity,Released Oct 17 2014,Tower Defense,Anime,Single Player,4.0,1 v, http://indiedb.com/games/winged-sakura-mindys-arc
1356,True, False, False,FPS Creator X10,Released Mar 11 2013,Third Person Shooter,Realism,Single Player,5.5,2 v, http://indiedb.com/games/escape-indie-shooter
1357,True, True, True,Custom Built,Released Oct 7 2013,Platformer,Fantasy,Single Player,10.0,2 v, http://indiedb.com/games/specter
1363,True, True, True,Custom Built,Released Oct 31 2014,Visual Novel,Horror,Single Player,8.3,3 v, http://indiedb.com/games/knossos
1369,True, True, True,Unity,Released Jun 19 2014,Adventure,Horror,Single Player,6.8,4 v, http://indiedb.com/games/creeping-claws-land-of-shapeless-memories
1372,True, True, True,Unity,Released Sep 7 2014,Arcade,Abstract,Single Player,8.5,8 v, http://indiedb.com/games/velocibox
1375,True, False, False,Torque 3D,Released 2010,First Person Shooter,Fantasy,Single & Multiplayer,9.2,57 , http://indiedb.com/games/zelda-world
1394,True, False, False,Custom Built,Released Mar 2 2013,Family,Abstract,Single Player,9.5,2 v, http://indiedb.com/games/koutack
1398,True, True, False,Unity,Released Feb 27 2013,Point and Click,Noire,Single Player,8.4,9 v, http://indiedb.com/games/ar-k
1400,True, False, False,Multimedia Fusion,Released 2011,Platformer,Fantasy,Single Player,9.4,10 , http://indiedb.com/games/crystaltowers2
1401,True, True, True,Custom Built,Released 2012,Tactical Shooter,Horror,Single Player,8.3,108, http://indiedb.com/games/deadly-30
1402,True, True, False,Torque 2D,Released Sep 4 2013,Roguelike,Sci-Fi,Single Player,9.4,32 , http://indiedb.com/games/steammarines
1403,True, True, True,Flixel,Released Jul 18 2013,Role Playing,Fantasy,Single Player,8.3,47 , http://indiedb.com/games/questrun
1412,True, False, False,Unreal Development Kit,Released Oct 31 2014,First Person Shooter,Sci-Fi,Multiplayer,10.0,1 v, http://indiedb.com/games/jaden-inc
1413,True, True, False,Unity,Released Oct 20 2014,Stealth,Sci-Fi,Single Player,8.0,1 v, http://indiedb.com/games/apex-genetics
1417,True, False, False,GameMaker: Studio,Released Dec 23 2013,Point and Click,Horror,Single Player,8.1,27 , http://indiedb.com/games/bad-dream-butcher
1419,True, False, False,Unreal Engine 4,Released Dec 13 2014,First Person Shooter,Sci-Fi,Single Multiplayer & Co-Op,8.0,1 v, http://indiedb.com/games/socijs-templarii
1428,True, False, False,FPSC,Released May 1 2014,Adventure,Horror,Single Player,6.0,5 v, http://indiedb.com/games/blackout-a-horror-adventure
1429,True, True, False,Unity,Released Oct 22 2014,Real Time Strategy,Fantasy,Single Player,8.9,18 , http://indiedb.com/games/primitives
1433,True, False, False,Adventure Game Studio,Released Apr 9 2014,Point and Click,Horror,Single Player,10.0,1 v, http://indiedb.com/games/mudlarks
1435,True, False, False,Custom Built,Released 2009,First Person Shooter,Sci-Fi,Multiplayer,8.3,26 , http://indiedb.com/games/shattered-horizon
1440,True, False, False,Unity,Released Oct 21 2014,Adventure,Comedy,Single Player,7.0,1 v, http://indiedb.com/games/ghostly-tales-of-lordly-manor
1457,True, True, True,Custom Built,Released Dec 1 2014,Role Playing,Fantasy,Single Player,9.0,1 v, http://indiedb.com/games/lennas-inception
1458,True, False, False,Unity,Released Oct 21 2014,Racing,Sci-Fi,Single Player,8.5,4 v, http://indiedb.com/games/pipe-runners
1463,True, False, False,RPG Maker VX,Released 2010,Role Playing,Comedy,Single Player,4.5,13 , http://indiedb.com/games/a-world-of-shit
1464,True, False, False,RPG Maker VX,Released 2010,Role Playing,Comedy,Single Player,5.3,3 v, http://indiedb.com/games/a-world-of-shit-2-it-hits-the-fan
1465,True, False, False,RPG Maker VX Ace,Released 2012,Role Playing,Comedy,Single Player,1.3,3 v, http://indiedb.com/games/a-world-of-shitmas
1468,True, False, False,Unreal Engine 4,Released Oct 22 2014,Third Person Shooter,Fantasy,Multiplayer,8.0,1 v, http://indiedb.com/games/ignis-uprising
1469,True, False, False,Custom Built,Released 2012,Platformer,Sci-Fi,Single Player,7.1,18 , http://indiedb.com/games/level-up
1471,True, True, False,Unity,Released Oct 22 2014,First Person Shooter,Sci-Fi,Multiplayer,8.0,1 v, http://indiedb.com/games/robotwars
1480,True, True, False,GameMaker: Studio,Released Oct 22 2014,Platformer,Comic,Single Player,5.0,1 v, http://indiedb.com/games/squishy-the-suicidal-pig
1483,True, True, True,Unity,Released Oct 22 2014,Role Playing,Fantasy,Single Player,8.0,1 v, http://indiedb.com/games/symphony-quest
1489,True, True, False,Unity,Released Oct 19 2014,Adventure,Comic,Single Player,7.9,9 v, http://indiedb.com/games/pirates-vs-robots
